Date,AveragePrice,Small Hass,Large Hass,XL Hass,Small Bags,Large Bags,XLarge Bags,Type,Year,Region
31/07/2016,1.24,137791.44,80412.78,90.9,59130.82,33276.69,9300,conventional,2016,Orlando
24/07/2016,1.22,145903.25,92078.03,142.03,53516.79,34306.74,10420,conventional,2016,Orlando
17/07/2016,1.17,141751.9,90770.24,104.87,72463.28,31198.11,12030,conventional,2016,Orlando
10/7/2016,1.17,143563.56,84546.81,129.52,71803.27,29184.15,12305,conventional,2016,Orlando
3/7/2016,0.93,277838.49,118092.73,278.53,87341.32,50692.9,19396.39,conventional,2016,Orlando
26/06/2016,1.18,143186.79,76177.69,94.86,68453.99,35165.62,10490,conventional,2016,Orlando
19/06/2016,0.97,238794.08,98795.35,250.15,52416.59,52961.59,11060.56,conventional,2016,Orlando
12/6/2016,1.24,143222.68,64910.71,142.01,44014.87,32645.03,8876.67,conventional,2016,Orlando
5/6/2016,0.97,262311,71419.85,231.9,45382.8,58692.8,10079.16,conventional,2016,Orlando
29/05/2016,0.95,283442.26,82501.22,344.58,48638.37,62353.75,3788.34,conventional,2016,Orlando
22/05/2016,1.17,163428.19,55452.91,307.92,44788.78,40285.11,8269.73,conventional,2016,Orlando
15/05/2016,0.83,218691.6,121577.54,378.29,46050.87,121150.53,4991.11,conventional,2016,Orlando
8/5/2016,0.95,213997.13,80588.36,259.09,60411.28,77481.45,0,conventional,2016,Orlando
1/5/2016,0.76,301117.14,142408.4,403.01,70814.95,152706.6,368.06,conventional,2016,Orlando
24/04/2016,0.83,230753.4,124208.12,745.37,46440.63,130991.43,691.67,conventional,2016,Orlando
17/04/2016,1.06,172247.41,69222,225.84,44830.15,61355.33,0,conventional,2016,Orlando
10/4/2016,0.83,229924.68,113252.28,213.89,43958.19,129928.49,0,conventional,2016,Orlando
3/4/2016,1.05,178043.1,55773.85,251.72,49626.46,65426.64,0,conventional,2016,Orlando
27/03/2016,1.06,152991.07,56406.32,62.9,45393.81,56717.75,0,conventional,2016,Orlando
20/03/2016,1.09,136450.8,56331.07,89.23,39885.63,58998.45,0,conventional,2016,Orlando
13/03/2016,0.84,216899.51,97078.36,450.14,42925.83,122602.26,0,conventional,2016,Orlando
6/3/2016,1.08,142948.4,51358.16,39.29,46058.69,51327.72,0,conventional,2016,Orlando
28/02/2016,0.82,233309.57,93393.19,222.23,51303.36,118744.26,0,conventional,2016,Orlando
21/02/2016,1.05,145443.75,50580.83,89.81,42824.92,57992.8,0,conventional,2016,Orlando
14/02/2016,0.96,168683.78,50342.11,103.25,42330.44,50811.06,0,conventional,2016,Orlando
7/2/2016,0.58,370221.57,119918.66,221.91,50078.9,155928.3,0,conventional,2016,Orlando
31/01/2016,1.03,163156.69,61348.18,159.17,45442.34,59520.54,0,conventional,2016,Orlando
24/01/2016,0.93,234746.69,54289.25,325.53,54036.83,56341.94,11.4,conventional,2016,Orlando
17/01/2016,1.19,155452.86,21801.29,83.47,50177.98,20509.36,14.2,conventional,2016,Orlando
10/1/2016,0.96,279393.48,31582.03,198.79,49854.64,52384.64,0,conventional,2016,Orlando
3/1/2016,1.11,201918.77,31729.56,234.28,46089.44,28739.68,0,conventional,2016,Orlando
25/12/2016,1.43,11217.72,202764.73,18780.24,91017.48,5380.08,333.3,conventional,2016,Philadelphia
18/12/2016,1.38,11534.6,231497.95,2123.6,84390.74,6638.08,82.22,conventional,2016,Philadelphia
11/12/2016,1.37,12147.43,231524.76,735.39,92567.31,19741.18,0,conventional,2016,Philadelphia
4/12/2016,1.54,12336.39,195612.1,845.53,86813.13,5539.85,182.5,conventional,2016,Philadelphia
27/11/2016,1.57,10693.47,180338.49,859.82,82183.54,5056.13,0,conventional,2016,Philadelphia
20/11/2016,1.57,13380.98,207065.15,1486.67,101912.73,4632.47,79.17,conventional,2016,Philadelphia
13/11/2016,1.72,14610.73,177197.57,1839.5,94328.02,5876.73,0,conventional,2016,Philadelphia
6/11/2016,1.86,14395.76,162910.57,1465.76,83528.25,7238.16,231.94,conventional,2016,Philadelphia
30/10/2016,1.83,13468.37,150271.02,701.32,86874.6,3107.79,0,conventional,2016,Philadelphia
23/10/2016,1.89,13407.99,179712.92,664.5,97636.47,1958.36,0,conventional,2016,Philadelphia
16/10/2016,1.74,15915.88,192515.42,718.39,119365.97,6892.77,0,conventional,2016,Philadelphia
9/10/2016,1.71,16118.58,203203.51,964.8,127432.28,7948.58,0,conventional,2016,Philadelphia
2/10/2016,1.61,18332.24,195428.72,898.05,143701.7,7790.37,82.09,conventional,2016,Philadelphia
25/09/2016,1.54,42044.86,166762.64,776.02,151162.15,5459.78,0,conventional,2016,Philadelphia
18/09/2016,1.41,47548.6,167573.19,747.71,177935.1,9260.81,0,conventional,2016,Philadelphia
11/9/2016,1.24,73604.41,218301.79,955.35,197316.1,9482.1,0,conventional,2016,Philadelphia
4/9/2016,1.3,47716.6,240344.92,4082.84,186793.04,9073.82,452.53,conventional,2016,Philadelphia
28/08/2016,1.49,21609.9,200120.82,13529.45,171925.6,10097.85,1459.18,conventional,2016,Philadelphia
21/08/2016,1.45,14771.84,215056.47,2558.5,156783.72,17277.92,2042.25,conventional,2016,Philadelphia
14/08/2016,1.43,21070.06,201588.04,5607.24,176028.76,9698.25,1107.46,conventional,2016,Philadelphia
7/8/2016,1.45,23405.99,189679.42,12191.16,174613.62,8525.89,2836.15,conventional,2016,Philadelphia
31/07/2016,1.57,15974.97,180678.21,12676.62,161291.97,3766.46,1965,conventional,2016,Philadelphia
24/07/2016,1.56,13780.15,184981.97,13602.94,167882.27,4319.2,4968.06,conventional,2016,Philadelphia
17/07/2016,1.52,14420.42,190535.1,17208.53,152288.86,9333.25,8255.4,conventional,2016,Philadelphia
10/7/2016,1.47,15583.43,211189.05,20445.49,154560.09,14058.39,4218.5,conventional,2016,Philadelphia
3/7/2016,1.47,14355.22,219161.41,25016.94,151090.57,10879.62,6821.41,conventional,2016,Philadelphia
26/06/2016,1.24,15053.53,279488.3,21092.23,150878.19,9866.32,2496.35,conventional,2016,Philadelphia
19/06/2016,1.46,14408.27,245061.91,18156.09,132625.62,8901.2,2376.03,conventional,2016,Philadelphia
12/6/2016,1.44,14257.58,236401.63,16971.2,143582.1,12724.43,2735,conventional,2016,Philadelphia
5/6/2016,1.44,15486.18,264044.5,17989.98,137882.92,14692.24,250.83,conventional,2016,Philadelphia
29/05/2016,1.18,15832.42,300578.34,17074.29,129416.16,21385.91,0,conventional,2016,Philadelphia
22/05/2016,1.2,15264.75,282262.41,10911.53,143071.97,8469.39,0,conventional,2016,Philadelphia
15/05/2016,1.22,14393.49,313358.88,10279.83,121275.31,15195.02,431.94,conventional,2016,Philadelphia
8/5/2016,0.91,20316.89,511600.73,16821.43,137318.24,12438.99,105.56,conventional,2016,Philadelphia
1/5/2016,1.21,16264.6,304614.61,11522.45,130517.96,15349.82,115.28,conventional,2016,Philadelphia
24/04/2016,1.17,18439.3,329515.87,11453.06,132114.06,13166.25,272.22,conventional,2016,Philadelphia
17/04/2016,1.17,17062.27,199176.83,5216.56,129029.56,15823.28,140.28,conventional,2016,Philadelphia
10/4/2016,1.17,18475.34,188452.18,2461.36,128214.06,8406.94,70.83,conventional,2016,Philadelphia
3/4/2016,1.28,17215.14,231664.58,409.68,112323.24,9141.2,0,conventional,2016,Philadelphia
27/03/2016,1.29,17180.94,254821.3,500.98,135645.71,9721.9,0,conventional,2016,Philadelphia
20/03/2016,1.05,17109.23,287549.42,615.09,230449.61,7854.95,0,conventional,2016,Philadelphia
13/03/2016,1.1,27514.15,380794.66,775.58,115167.32,9250.14,0,conventional,2016,Philadelphia
6/3/2016,1.33,16299.39,278369.87,636.84,112636.83,9742.72,3.09,conventional,2016,Philadelphia
28/02/2016,1.27,14691.73,293977.44,820.82,100246.61,10145.2,0,conventional,2016,Philadelphia
21/02/2016,1.26,14147.11,268801.73,1816.34,114098.2,10289.08,0,conventional,2016,Philadelphia
14/02/2016,1.19,15846.19,283607.57,1006.08,132177.05,12591.75,0,conventional,2016,Philadelphia
7/2/2016,0.96,16403.87,385630.69,1418.38,261473.35,10906.49,0,conventional,2016,Philadelphia
31/01/2016,1.04,18326.33,344188.07,504.95,97222.56,9447.16,0,conventional,2016,Philadelphia
24/01/2016,1.34,12982.99,287750.87,692.47,134138.57,13219.4,0,conventional,2016,Philadelphia
17/01/2016,1.14,15195.3,340075.76,2771.59,124208.71,10314.33,0,conventional,2016,Philadelphia
10/1/2016,1.23,14091.36,271291.13,700.17,115949.34,11192.5,0,conventional,2016,Philadelphia
3/1/2016,1.19,13858.25,309377.59,918.32,89684.36,7254.5,0,conventional,2016,Philadelphia
25/12/2016,0.64,595085.56,215902.65,17008.1,115069.75,165813.81,73.61,conventional,2016,PhoenixTucson
18/12/2016,0.56,733772.13,203894.48,14396.29,135028.94,148667.9,444.44,conventional,2016,PhoenixTucson
11/12/2016,0.67,508911.67,226307.94,14222.88,154962.56,152350,51.39,conventional,2016,PhoenixTucson
4/12/2016,0.63,731182.01,187418.51,11915.51,117120.79,115108.46,1281.94,conventional,2016,PhoenixTucson
27/11/2016,0.72,464034.44,212695.94,11542.14,95631.21,123302.83,309.72,conventional,2016,PhoenixTucson
20/11/2016,0.7,753470.68,183315.34,14661.31,110584.81,164013.66,80.56,conventional,2016,PhoenixTucson
13/11/2016,0.94,437810.54,189026.34,15106.03,106369.01,163055.46,0,conventional,2016,PhoenixTucson
6/11/2016,1,334096.22,154480.91,16680.28,103302.07,125873.72,0,conventional,2016,PhoenixTucson
30/10/2016,1.11,261889.52,135479.22,15843.09,108153.46,123199.68,87.5,conventional,2016,PhoenixTucson
23/10/2016,1.02,250712.73,188686.25,16864.42,127647.02,115800.65,0,conventional,2016,PhoenixTucson
16/10/2016,1.03,273642.18,223809.9,13628.24,147692.04,171739.88,608.33,conventional,2016,PhoenixTucson
9/10/2016,0.99,382978.65,208869.08,10640.59,153973.16,128733.17,466.67,conventional,2016,PhoenixTucson
2/10/2016,1.03,345171.12,206765.02,11411.45,130376.06,121767.16,220.83,conventional,2016,PhoenixTucson
25/09/2016,1.04,354470.18,208122.38,12131.33,120712.22,115507.71,995.83,conventional,2016,PhoenixTucson
18/09/2016,1,377761.66,206297.66,11915.14,93337.58,137426.86,0,conventional,2016,PhoenixTucson
11/9/2016,0.88,504499.4,216559.98,11582.2,123900.27,105452.43,3.33,conventional,2016,PhoenixTucson
4/9/2016,0.64,947924.8,261415.15,13070.26,91284.33,142076.37,0,conventional,2016,PhoenixTucson
28/08/2016,0.79,590085.71,207913.34,10716.73,103197.4,112886.55,0,conventional,2016,PhoenixTucson
21/08/2016,0.58,991649.01,202899.77,9204.82,122310.85,133221.88,625,conventional,2016,PhoenixTucson
14/08/2016,0.69,795943.96,228315.48,11523.66,136243.88,153947.89,0,conventional,2016,PhoenixTucson
7/8/2016,0.64,1031124.37,214144.29,11938.14,132055.1,132129.25,977.78,conventional,2016,PhoenixTucson
31/07/2016,1,392455.55,202783.6,11881.45,118231.43,125777.4,166.67,conventional,2016,PhoenixTucson
24/07/2016,0.94,423672.75,201696.43,12392.31,144445.97,139836.89,481.94,conventional,2016,PhoenixTucson
17/07/2016,0.92,410870.87,188086.51,11537,145310.82,108636.65,75,conventional,2016,PhoenixTucson
10/7/2016,0.89,485473.19,213070.45,11651.42,149012.51,135677.43,462.5,conventional,2016,PhoenixTucson
3/7/2016,0.77,539428.95,249521.81,14795.19,148736.1,117119.42,304.17,conventional,2016,PhoenixTucson
26/06/2016,0.6,848508.88,230322.97,16235.59,151847.82,113195.13,58.33,conventional,2016,PhoenixTucson
19/06/2016,0.62,852657.34,231636.98,17320.64,128068.93,119121.94,86.11,conventional,2016,PhoenixTucson
12/6/2016,0.81,471620.29,222420.61,22944.15,151226.12,123010.1,0,conventional,2016,PhoenixTucson
5/6/2016,0.67,644911.82,271580.08,17419.32,131405.15,131926.52,34.72,conventional,2016,PhoenixTucson
29/05/2016,0.58,823222.51,251166.51,18217.7,105242.1,143894.63,1081.94,conventional,2016,PhoenixTucson
22/05/2016,0.68,616427.64,233772.43,22533.69,59067.63,131561.38,48.61,conventional,2016,PhoenixTucson
15/05/2016,0.55,877701.71,266908.38,13478.11,60965.94,99187.8,690.28,conventional,2016,PhoenixTucson
8/5/2016,0.57,941813.03,325967.66,29263.46,80064.68,109498,2662.5,conventional,2016,PhoenixTucson
1/5/2016,0.62,657384.04,324709.73,14202.89,109463.91,72200.55,38.89,conventional,2016,PhoenixTucson
24/04/2016,0.54,884293.16,264603.74,14665.34,104062.12,83420.47,1450,conventional,2016,PhoenixTucson
17/04/2016,0.61,662946.89,286552.3,14462.24,93837.25,108208.34,0,conventional,2016,PhoenixTucson
10/4/2016,0.56,924031.6,246403.27,37714.15,102611.01,75964.14,1245.83,conventional,2016,PhoenixTucson
3/4/2016,0.61,690115.62,244434.1,17172.83,83416.28,56080.04,15.17,conventional,2016,PhoenixTucson
27/03/2016,0.54,952967.11,252486.02,35478.87,102042.24,80965.38,0,conventional,2016,PhoenixTucson
20/03/2016,0.56,877807.23,283972.53,21555.74,91822.41,64370.35,0,conventional,2016,PhoenixTucson
13/03/2016,0.64,670917.46,256531.59,16153.46,90790.53,68717.29,0,conventional,2016,PhoenixTucson
6/3/2016,0.51,1037699.01,259846.68,14567.4,76814.4,54045.98,0,conventional,2016,PhoenixTucson
28/02/2016,0.57,816554.74,311746.69,22261.01,69825,69633.75,0,conventional,2016,PhoenixTucson
21/02/2016,0.67,560568.72,347498.78,15354.56,79744.59,95801.23,0,conventional,2016,PhoenixTucson
14/02/2016,0.61,788381.39,243842.36,22140.43,77572.93,77920.56,0,conventional,2016,PhoenixTucson
7/2/2016,0.55,1093424.86,286748.57,57213.24,88259.09,83549.6,0,conventional,2016,PhoenixTucson
31/01/2016,0.64,663697.2,293461.52,21553.25,83060.04,51983.2,0,conventional,2016,PhoenixTucson
24/01/2016,0.61,537695.71,293418.02,15408.83,88066.62,82131.35,0,conventional,2016,PhoenixTucson
17/01/2016,0.71,632962.22,272231.24,19499.03,96088.29,49193.6,0,conventional,2016,PhoenixTucson
10/1/2016,0.59,868817.82,252752.29,12047.67,91807.54,50703.6,0,conventional,2016,PhoenixTucson
3/1/2016,0.62,692403.58,250115.85,20950.56,79896.67,48699.99,0,conventional,2016,PhoenixTucson
25/12/2016,1.26,21519.08,23868.08,961.58,30455.29,3884.73,0,conventional,2016,Pittsburgh
18/12/2016,1.02,47067.52,38353.81,1974.86,27858.11,8301.4,0,conventional,2016,Pittsburgh
11/12/2016,1.21,22587.44,22461.37,1185.39,33381.5,4529.29,0,conventional,2016,Pittsburgh
4/12/2016,1.27,22112.25,22668.13,1314.12,30145.94,4345.12,145.83,conventional,2016,Pittsburgh
27/11/2016,1.27,17971.93,18776.67,1117.3,25667.72,3915.24,0,conventional,2016,Pittsburgh
20/11/2016,1.27,21811.65,24291.5,1050.73,33341.58,4732.27,0,conventional,2016,Pittsburgh
13/11/2016,1.26,22929.76,26629.2,1041.38,31047.93,4657.95,0,conventional,2016,Pittsburgh
6/11/2016,1.25,24892.26,27433.78,1137.26,34250.04,4944.1,0,conventional,2016,Pittsburgh
30/10/2016,1.25,25336.21,21347.76,1150.23,33736.01,5198.95,51.39,conventional,2016,Pittsburgh
23/10/2016,1.3,25223.29,26247.81,1185.68,32229.69,5482.38,0,conventional,2016,Pittsburgh
16/10/2016,1.27,23294.4,24183.85,994.89,34191.83,4838.49,0,conventional,2016,Pittsburgh
9/10/2016,1.29,24596.38,27239.36,953.05,32322.38,4395.12,0,conventional,2016,Pittsburgh
2/10/2016,1.3,27733.81,31201.92,1368.98,27626.97,4552.19,0,conventional,2016,Pittsburgh
25/09/2016,1.01,62848.81,67362.99,3010.02,23313.81,8642.68,0,conventional,2016,Pittsburgh
18/09/2016,1.27,28022.65,40377.82,1331.35,20132.05,1434.76,0,conventional,2016,Pittsburgh
11/9/2016,1.33,22513.05,30643.05,925.3,24205.55,1920,0,conventional,2016,Pittsburgh
4/9/2016,1.23,18723.14,37833.25,1349.45,34860.32,902.45,219.17,conventional,2016,Pittsburgh
28/08/2016,1.4,10388.44,43896.41,1021.81,30513.25,2362.94,1065,conventional,2016,Pittsburgh
21/08/2016,1.42,1802.19,51710.69,1003.84,26056.23,8896.47,480,conventional,2016,Pittsburgh
14/08/2016,1.42,1543.89,52111.73,1001.96,29043.13,8460.07,1255,conventional,2016,Pittsburgh
7/8/2016,1.37,1678.67,53440.42,1000.97,27914.15,10405.34,3520,conventional,2016,Pittsburgh
31/07/2016,1.42,1433.04,52790.96,943.41,27719.86,10802.41,863.72,conventional,2016,Pittsburgh
24/07/2016,1.35,1548.98,55308.86,1232.52,31287.68,10654.75,4387.78,conventional,2016,Pittsburgh
17/07/2016,1.25,1416.4,54927.04,1132.71,39074.78,10590.03,6515,conventional,2016,Pittsburgh
10/7/2016,1.29,1536.94,57549.45,1294.98,37858.19,10065.09,3610,conventional,2016,Pittsburgh
3/7/2016,1.36,1481.6,68197.33,1266.4,40468.87,11865.41,4835,conventional,2016,Pittsburgh
26/06/2016,1.39,1415.16,59568.48,1294.29,32965.11,13454.22,2075,conventional,2016,Pittsburgh
19/06/2016,1.42,2063.55,59252.92,1172.76,27767.25,12371.41,1500,conventional,2016,Pittsburgh
12/6/2016,1.41,3377.4,56238.3,1171.89,28750.83,11099.41,1775,conventional,2016,Pittsburgh
5/6/2016,1.38,2020.28,61595.07,1293.72,30730.27,15178.63,320,conventional,2016,Pittsburgh
29/05/2016,1.4,1336.42,68421.33,1567.32,29242.9,16522.32,396.67,conventional,2016,Pittsburgh
22/05/2016,1.17,1083.05,68958.85,1536.78,21961.82,19066.58,1250.56,conventional,2016,Pittsburgh
15/05/2016,0.87,1504.36,113018.31,2930.76,16500.86,31690.56,88.89,conventional,2016,Pittsburgh
8/5/2016,0.89,1847.76,97359.37,2818.47,24483.43,18304.16,0,conventional,2016,Pittsburgh
1/5/2016,0.92,1981.15,114448.24,2935.24,35865.31,14253.35,0,conventional,2016,Pittsburgh
24/04/2016,1.02,1300.85,52354.4,1239.89,42500.07,12026.13,0,conventional,2016,Pittsburgh
17/04/2016,1.17,1300.27,64912.62,1800.73,27639.25,11618.81,0,conventional,2016,Pittsburgh
10/4/2016,1.18,1736.95,57325.73,1600.52,28213.82,13807.72,0,conventional,2016,Pittsburgh
3/4/2016,1.26,1591.51,57684.4,1735.56,15060.75,11919.54,0,conventional,2016,Pittsburgh
27/03/2016,1.15,1246.72,53507.55,1504.71,20111.13,17237.57,0,conventional,2016,Pittsburgh
20/03/2016,1.17,1457.19,50816.15,1224.55,23273.12,11110.32,0,conventional,2016,Pittsburgh
13/03/2016,1.17,1630.95,52730.06,1333.25,26767.2,8651.32,0,conventional,2016,Pittsburgh
6/3/2016,1.18,1555.29,58262.08,1403.75,33427.23,4900.16,0,conventional,2016,Pittsburgh
28/02/2016,1.21,1210.44,58767.67,1383.25,29726.65,5395.81,0,conventional,2016,Pittsburgh
21/02/2016,1.23,1353.29,57902.7,1371.78,18779.08,5348.51,0,conventional,2016,Pittsburgh
14/02/2016,1.14,2425.21,52891.65,1332.2,19080.09,11498.95,0,conventional,2016,Pittsburgh
7/2/2016,1.18,3398.51,72083.75,1740.09,21916.83,6666.03,0,conventional,2016,Pittsburgh
31/01/2016,1.22,2259.16,61619.09,1456.3,17454.05,5763.12,0,conventional,2016,Pittsburgh
24/01/2016,1.2,106.84,63654.05,1741.79,24102.68,6882.44,0,conventional,2016,Pittsburgh
17/01/2016,1.22,1565.32,56551.43,1254.56,23178.32,12421.52,0,conventional,2016,Pittsburgh
10/1/2016,1.23,1767.42,67788.68,1611.68,23259.21,15711.89,16.67,conventional,2016,Pittsburgh
3/1/2016,1.27,1511.68,61042.3,1389.95,16737.31,9620.5,220,conventional,2016,Pittsburgh
25/12/2016,1.09,581226.62,446633.64,4267.77,384954.53,30652.88,1659.21,conventional,2016,Plains
18/12/2016,1.06,581861.96,428227.02,3271.57,377226.69,30112.48,5771.22,conventional,2016,Plains
11/12/2016,1.08,724148.87,330240.87,3599.85,382366.52,24588.8,3956.96,conventional,2016,Plains
4/12/2016,1.09,946350.29,349760.6,3190.05,325851.34,43201.73,8155.01,conventional,2016,Plains
27/11/2016,1.35,520565.84,272840.98,3226.22,305277.39,28166.52,1855.32,conventional,2016,Plains
20/11/2016,1.49,518903.13,306191.07,4456.35,273036.06,20624.66,3753.05,conventional,2016,Plains
13/11/2016,1.57,514295.92,357173.85,5306.27,279361.86,23575.34,7683.6,conventional,2016,Plains
6/11/2016,1.55,576884.27,366464.25,6472.83,300860.55,26241.79,4100,conventional,2016,Plains
30/10/2016,1.54,469957.6,297119.25,5263.65,221347.82,56090.36,9159.41,conventional,2016,Plains
23/10/2016,1.53,520220.72,350912.77,5549.22,254209.16,42103.9,6305.41,conventional,2016,Plains
16/10/2016,1.49,567497.88,367702.35,5139,276634.27,28257.4,7168.66,conventional,2016,Plains
9/10/2016,1.41,589475.12,416484.14,4681.14,312195.29,30408.41,7297.29,conventional,2016,Plains
2/10/2016,1.37,598896.04,378848.86,5181.48,314559.24,49039.38,5556.51,conventional,2016,Plains
25/09/2016,1.35,673110.96,360990.42,5573.18,333274.27,39397.54,6767.03,conventional,2016,Plains
18/09/2016,1.24,826479.75,439168.23,5721.42,326207.49,38375.04,5772.22,conventional,2016,Plains
11/9/2016,1.18,780495.39,488705.89,5273.03,392942.12,25530.48,4814.38,conventional,2016,Plains
4/9/2016,1.1,931227.39,541981.42,6177.12,409642.51,30741.42,13858.27,conventional,2016,Plains
28/08/2016,1.22,823545.19,462409.58,5248.8,358451.47,31890.92,12423.51,conventional,2016,Plains
21/08/2016,1.21,748383.14,445643.2,5418.75,461318.07,12246.86,20408.6,conventional,2016,Plains
14/08/2016,1.12,882147.93,435932.3,6193.74,525124.87,16834.48,7213.67,conventional,2016,Plains
7/8/2016,1.17,859776.14,534861.87,6165.29,535419.49,19900.67,23239.48,conventional,2016,Plains
31/07/2016,1.25,658829.43,526275.28,7471.62,471473.75,17633.77,34700.91,conventional,2016,Plains
24/07/2016,1.22,650651.58,565159.06,7416.64,527519.74,18858.31,37547.1,conventional,2016,Plains
17/07/2016,1.15,615734.77,583708.66,11130.38,590322.87,30454.97,34075.12,conventional,2016,Plains
10/7/2016,1.09,691422.45,634634.29,16160.39,614584.95,22163.03,49882.07,conventional,2016,Plains
3/7/2016,1.05,684349.38,761167.83,10691.9,717323.25,34035.78,52003.87,conventional,2016,Plains
26/06/2016,1.03,1040820.26,490842.47,9370.21,510422.91,25086.66,25293.09,conventional,2016,Plains
19/06/2016,0.87,1093072.84,925765.95,11009.71,475718.48,41103.42,12332.46,conventional,2016,Plains
12/6/2016,1.04,892690.24,628986.82,11290.7,518050.97,28877.41,24938.14,conventional,2016,Plains
5/6/2016,0.93,1242318.2,518978.73,10390.99,505801.45,28530.38,24418.48,conventional,2016,Plains
29/05/2016,0.9,1223080.58,495021.66,12125.66,502399.51,22583.69,9826.67,conventional,2016,Plains
22/05/2016,0.94,1062580.2,619172.75,10708.07,502964.37,43241.43,10059.85,conventional,2016,Plains
15/05/2016,0.95,873323.33,621229.14,22169.92,532964.89,44849.54,5903.34,conventional,2016,Plains
8/5/2016,0.86,1198630.18,861839.11,18180.72,500461.05,74091.16,11724.6,conventional,2016,Plains
1/5/2016,0.97,925373.29,636658.22,27641.97,471542.33,32052.7,730.08,conventional,2016,Plains
24/04/2016,0.95,887508.56,650864.38,11773.39,474085.79,56591.26,7701.08,conventional,2016,Plains
17/04/2016,0.95,852518.35,756238.99,10596.68,433889.83,52871.73,8875.06,conventional,2016,Plains
10/4/2016,1,886184,507777.03,19359.4,402410.37,45353.77,11293.99,conventional,2016,Plains
3/4/2016,1.04,898127.03,451253.04,45776.71,325591.8,46536.69,1765.07,conventional,2016,Plains
27/03/2016,1.07,773936.48,518333.94,44611.53,371049.93,31032.53,1872.48,conventional,2016,Plains
20/03/2016,0.95,793583.9,691374.76,33666.72,367140.06,50899.37,1582.27,conventional,2016,Plains
13/03/2016,0.91,1102893.11,548239.52,49503.76,348345.6,43787.46,2395.56,conventional,2016,Plains
6/3/2016,1.06,798294.79,481425.08,44771.53,375200.3,31752.25,2970.95,conventional,2016,Plains
28/02/2016,1.07,716192.38,496105.73,38146.51,357647.85,37148.43,1948.33,conventional,2016,Plains
21/02/2016,1.03,784111.14,499720.63,24200.11,325916.64,37205.76,1730,conventional,2016,Plains
14/02/2016,0.97,869882.86,525736.46,20578.05,340809.47,32439.63,1376.25,conventional,2016,Plains
7/2/2016,0.83,1206795.22,1165322.88,29501.59,373119.34,62700.76,1413.45,conventional,2016,Plains
31/01/2016,1.05,870097.66,571495.47,18332.66,340740.98,49335.69,1369.72,conventional,2016,Plains
24/01/2016,1.16,360743.21,518203.05,16918.87,315428.95,47910.39,2148.41,conventional,2016,Plains
17/01/2016,1.12,634914.42,499796.45,25612.84,301751.78,28186.72,4914.77,conventional,2016,Plains
10/1/2016,1.08,750885.43,510181.5,36259.27,310260.35,59405.46,3532.62,conventional,2016,Plains
3/1/2016,0.94,999388.89,840637.85,19331.34,291734.88,19418.04,1307.57,conventional,2016,Plains
25/12/2016,0.94,104032.21,135602.68,13342.22,272606.5,44.46,302.65,conventional,2016,Portland
18/12/2016,0.93,103822.87,135172.07,11774.35,270658.02,907.04,164.8,conventional,2016,Portland
11/12/2016,0.7,97136.34,256730.42,11762.18,554442.99,1653.04,1297.17,conventional,2016,Portland
4/12/2016,1,109778.14,143749.16,11803.23,325918.13,2557.73,440.11,conventional,2016,Portland
27/11/2016,1.22,72973.18,104741.59,11472.92,214541.32,501.88,158.67,conventional,2016,Portland
20/11/2016,1.23,80040.96,114101.18,13948.69,246808.48,500.84,217.97,conventional,2016,Portland
13/11/2016,1.22,90571.72,119196.88,15746.23,261272.14,376.61,599.21,conventional,2016,Portland
6/11/2016,1.35,83618.4,116112.59,14247.63,252412.68,665.04,377.22,conventional,2016,Portland
30/10/2016,1.4,70232.8,109965.98,15009.27,207419.82,4075.8,344.21,conventional,2016,Portland
23/10/2016,1.12,77057.58,127808.18,12872.16,349205.42,1375.66,277.03,conventional,2016,Portland
16/10/2016,1.16,106966.73,107928.08,13597.96,329875.17,5211.82,145.54,conventional,2016,Portland
9/10/2016,1.08,107796.99,124430.54,15502.77,284345.95,65755.98,203.34,conventional,2016,Portland
2/10/2016,0.83,93260.65,187759.49,15822.01,481756.13,175641.94,496.85,conventional,2016,Portland
25/09/2016,0.87,122350.41,123793.69,16380.23,324254.95,107460.99,49.53,conventional,2016,Portland
18/09/2016,0.94,125312.43,146731.4,13568.76,302546.28,14940.66,135.85,conventional,2016,Portland
11/9/2016,0.88,155407.07,156920.67,15697.22,343446.3,104.02,242.25,conventional,2016,Portland
4/9/2016,1.01,131619.33,166648.41,13319.89,300935.32,312.46,223.1,conventional,2016,Portland
28/08/2016,0.99,119829.63,173787.92,12315.05,315111.31,336.36,78.15,conventional,2016,Portland
21/08/2016,0.92,135899.22,156327.74,11483.54,362521.54,1691.66,80.15,conventional,2016,Portland
14/08/2016,0.98,134421.78,139971.18,15590.99,331448,1897.7,299.15,conventional,2016,Portland
7/8/2016,0.96,140180.44,166749.64,15567.8,335811.13,831.25,67.68,conventional,2016,Portland
31/07/2016,1.02,135646.65,130929.72,15066.52,324790.83,1778.13,402.3,conventional,2016,Portland
24/07/2016,0.97,135877.37,142590.49,16246.36,305237.5,2006.1,127.21,conventional,2016,Portland
17/07/2016,0.93,138377.47,140619.34,16322.19,316116.69,946.32,190.72,conventional,2016,Portland
10/7/2016,0.98,158448.06,152086.54,15965.08,342068.5,1006.66,98.84,conventional,2016,Portland
3/7/2016,0.98,162120.67,189257.93,20839.47,355095.8,1172.96,194.18,conventional,2016,Portland
